Date,Open,High,Low,Close,Volume,Spread,RealVolume,Bid,Ask
2025.05.03 22:45,128409.0500,128611.2000,128289.2500,128580.1500,900,0.1023,0,130295.7700,130306.0000
2025.05.03 23:00,128583.7300,128620.6400,128358.8000,128447.7600,899,0.1023,0,130295.7700,130306.0000
2025.05.03 23:15,128454.8000,129037.7200,128414.7500,128919.7200,900,0.1023,0,130295.7700,130306.0000
2025.05.03 23:30,128921.7900,129067.2900,128659.4200,128786.1200,900,0.1023,0,130295.7700,130306.0000
2025.05.03 23:45,128781.0500,128830.5600,128552.7600,128589.9000,900,0.1023,0,130295.7700,130306.0000
2025.05.04 00:00,128591.3900,128951.9600,128590.3300,128904.0900,899,0.1023,0,130295.7700,130306.0000
2025.05.04 00:15,128908.3100,128963.0700,128722.2500,128959.0100,899,0.1023,0,130295.7700,130306.0000
2025.05.04 00:30,128960.9900,129544.5800,128880.8700,129463.8700,900,0.1023,0,130295.7700,130306.0000
2025.05.04 00:45,129458.6300,129513.4600,129039.2500,129077.3600,899,0.1023,0,130295.7700,130306.0000
2025.05.04 01:00,129067.7200,129184.7800,129044.9700,129074.9100,900,0.1023,0,130295.7700,130306.0000
2025.05.04 01:15,129082.0300,129201.3700,128885.5700,128897.8500,897,0.1023,0,130295.7700,130306.0000
2025.05.04 01:30,128890.5600,129151.6200,128770.3900,129151.6200,899,0.1023,0,130295.7700,130306.0000
2025.05.04 01:45,129155.3800,129326.3400,128931.3100,128941.6500,900,0.1023,0,130295.7700,130306.0000
2025.05.04 02:00,128941.1900,129103.8200,128920.3300,129062.5400,898,0.1023,0,130295.7700,130306.0000
2025.05.04 02:15,129065.9000,129127.3200,128882.0100,129035.0800,899,0.1023,0,130295.7700,130306.0000
2025.05.04 02:30,129032.3900,129297.6400,128995.9400,129098.8400,899,0.1023,0,130295.7700,130306.0000
2025.05.04 02:45,129107.8900,129347.8700,129080.8600,129346.7300,899,0.1023,0,130295.7700,130306.0000
2025.05.04 03:00,129353.8200,129614.5000,129345.2300,129534.0400,900,0.1023,0,130295.7700,130306.0000
2025.05.04 03:15,129533.5700,129539.4400,129335.3700,129387.9000,900,0.1023,0,130295.7700,130306.0000
2025.05.04 03:30,129389.5500,129440.9400,129093.1500,129255.0700,899,0.1023,0,130295.7700,130306.0000
2025.05.04 03:45,129251.3800,129443.7500,129207.1400,129346.0500,899,0.1023,0,130295.7700,130306.0000
2025.05.04 04:00,129345.2800,129644.9200,129321.5600,129624.5900,900,0.1023,0,130295.7700,130306.0000
2025.05.04 04:15,129621.9600,129887.9200,129595.1400,129702.7000,901,0.1023,0,130295.7700,130306.0000
2025.05.04 04:30,129700.2000,129744.1400,129551.4200,129684.0000,898,0.1023,0,130295.7700,130306.0000
2025.05.04 04:45,129683.8300,129857.2800,129445.0400,129472.6700,900,0.1023,0,130295.7700,130306.0000
2025.05.04 05:00,129469.3200,129872.1500,129442.8000,129688.8100,900,0.1023,0,130295.7700,130306.0000
2025.05.04 05:15,129687.1800,129903.2200,129622.8900,129644.5500,899,0.1023,0,130295.7700,130306.0000
2025.05.04 05:30,129642.6400,130015.4000,129540.7400,129871.5100,900,0.1023,0,130295.7700,130306.0000
2025.05.04 05:45,129883.2100,129947.8600,129705.3600,129927.1200,900,0.1023,0,130295.7700,130306.0000
2025.05.04 06:00,129928.4200,130102.9700,129743.1000,129923.3900,900,0.1023,0,130295.7700,130306.0000
2025.05.04 06:15,129922.3700,130142.8500,129898.6100,130088.0500,900,0.1023,0,130295.7700,130306.0000
2025.05.04 06:30,130085.5400,130224.2700,129841.6100,129943.1400,899,0.1023,0,130295.7700,130306.0000
2025.05.04 06:45,129947.9400,130040.4700,129738.1200,129761.4400,900,0.1023,0,130295.7700,130306.0000
2025.05.04 07:00,129760.6800,129873.7000,129581.2600,129855.4400,899,0.1023,0,130295.7700,130306.0000
2025.05.04 07:15,129841.9300,130233.3200,129834.2500,130118.7200,898,0.1023,0,130295.7700,130306.0000
2025.05.04 07:30,130113.7600,130515.2400,130113.7600,130515.2400,899,0.1023,0,130295.7700,130306.0000
2025.05.04 07:45,130513.5100,130575.2100,130134.3000,130228.1700,900,0.1023,0,130295.7700,130306.0000
2025.05.04 08:00,130229.2400,130334.2800,129918.8000,129958.1500,899,0.1023,0,130295.7700,130306.0000
