Datetime,Open,High,Low,Close,Volume,Spread,RealVolume,Bid,Ask
2025.05.04 15:05,4753.6990,4762.3020,4751.9940,4760.9100,295,0.0375,0,4765.2070,4765.5820
2025.05.04 15:10,4760.9020,4760.9020,4758.0160,4758.0160,292,0.0375,0,4765.2070,4765.5820
2025.05.04 15:15,4758.0090,4758.1780,4755.8790,4757.4540,290,0.0375,0,4765.2070,4765.5820
2025.05.04 15:20,4757.4530,4772.1310,4755.8800,4771.2500,295,0.0375,0,4765.2070,4765.5820
2025.05.04 15:25,4771.2460,4771.2460,4768.2510,4768.2510,294,0.0375,0,4765.2070,4765.5820
2025.05.04 15:30,4768.2380,4775.2190,4768.1350,4772.4410,289,0.0375,0,4765.2070,4765.5820
2025.05.04 15:35,4772.4370,4772.4370,4769.7850,4769.7850,292,0.0375,0,4765.2070,4765.5820
2025.05.04 15:40,4769.7530,4776.0350,4769.2810,4775.8560,295,0.0375,0,4765.2070,4765.5820
2025.05.04 15:45,4775.8470,4775.8470,4772.7070,4772.7070,298,0.0375,0,4765.2070,4765.5820
2025.05.04 15:50,4772.6830,4772.6830,4769.8620,4769.8620,290,0.0375,0,4765.2070,4765.5820
2025.05.04 15:55,4769.8590,4769.8590,4767.1850,4767.1850,292,0.0375,0,4765.2070,4765.5820
2025.05.04 16:00,4767.1830,4767.1830,4764.1920,4764.1920,290,0.0375,0,4765.2070,4765.5820
2025.05.04 16:05,4764.1780,4764.1780,4761.1650,4761.1650,292,0.0375,0,4765.2070,4765.5820
2025.05.04 16:10,4761.1650,4761.1650,4758.3700,4758.3700,291,0.0375,0,4765.2070,4765.5820
2025.05.04 16:15,4758.3610,4758.3610,4755.4880,4755.4880,293,0.0375,0,4765.2070,4765.5820
2025.05.04 16:20,4755.4720,4755.4720,4752.7340,4752.7340,291,0.0375,0,4765.2070,4765.5820
2025.05.04 16:25,4752.7230,4752.7230,4749.9440,4749.9440,290,0.0375,0,4765.2070,4765.5820
2025.05.04 16:30,4749.9430,4749.9430,4747.0980,4747.0980,287,0.0375,0,4765.2070,4765.5820
2025.05.04 16:35,4747.0860,4747.0860,4744.3350,4744.3350,289,0.0375,0,4765.2070,4765.5820
2025.05.04 16:40,4744.3320,4744.3320,4741.4300,4741.4300,289,0.0375,0,4765.2070,4765.5820
2025.05.04 16:45,4741.4240,4744.9710,4739.2060,4744.9410,289,0.0375,0,4765.2070,4765.5820
2025.05.04 16:50,4744.9330,4745.6470,4743.4860,4743.4860,286,0.0375,0,4765.2070,4765.5820
2025.05.04 16:55,4743.4840,4743.4840,4740.6480,4740.6480,293,0.0375,0,4765.2070,4765.5820
2025.05.04 17:00,4740.6370,4749.0410,4738.4080,4748.3930,286,0.0375,0,4765.2070,4765.5820
2025.05.04 17:05,4748.3760,4752.2940,4747.9410,4749.8900,292,0.0375,0,4765.2070,4765.5820
2025.05.04 17:10,4749.8820,4749.8820,4747.2110,4747.2110,294,0.0375,0,4765.2070,4765.5820
2025.05.04 17:15,4747.2050,4747.2050,4744.4100,4744.4100,293,0.0375,0,4765.2070,4765.5820
2025.05.04 17:20,4744.3960,4754.0750,4744.1950,4751.4650,298,0.0375,0,4765.2070,4765.5820
2025.05.04 17:25,4751.4560,4751.5390,4749.2250,4750.7540,293,0.0375,0,4765.2070,4765.5820
2025.05.04 17:30,4750.7500,4753.1510,4749.0860,4751.8880,286,0.0375,0,4765.2070,4765.5820
2025.05.04 17:35,4751.8860,4751.8860,4749.6550,4749.9130,292,0.0375,0,4765.2070,4765.5820
2025.05.04 17:40,4749.9120,4749.9120,4747.0260,4747.2000,293,0.0375,0,4765.2070,4765.5820
2025.05.04 17:45,4747.1810,4747.1810,4744.2500,4744.2500,292,0.0375,0,4765.2070,4765.5820
2025.05.04 17:50,4744.2320,4744.2320,4741.6390,4741.6390,286,0.0375,0,4765.2070,4765.5820
2025.05.04 17:55,4741.6270,4744.3500,4741.0990,4742.5940,293,0.0375,0,4765.2070,4765.5820
2025.05.04 18:00,4742.5830,4742.5830,4739.8080,4739.8080,292,0.0375,0,4765.2070,4765.5820
2025.05.04 18:05,4739.8020,4739.8020,4736.8170,4736.8170,290,0.0375,0,4765.2070,4765.5820
2025.05.04 18:10,4736.7980,4736.7980,4733.8180,4733.8180,295,0.0375,0,4765.2070,4765.5820
2025.05.04 18:15,4733.8140,4740.4720,4732.9000,4738.5680,293,0.0375,0,4765.2070,4765.5820
2025.05.04 18:20,4738.5480,4746.3860,4736.6250,4745.3290,292,0.0375,0,4765.2070,4765.5820
2025.05.04 18:25,4745.3180,4745.3180,4742.3750,4742.3750,289,0.0375,0,4765.2070,4765.5820
2025.05.04 18:30,4742.3590,4746.7690,4741.3080,4745.0160,294,0.0375,0,4765.2070,4765.5820
2025.05.04 18:35,4745.0160,4756.6610,4744.4390,4755.0670,292,0.0375,0,4765.2070,4765.5820
2025.05.04 18:40,4755.0580,4755.0580,4752.1790,4752.1790,289,0.0375,0,4765.2070,4765.5820
2025.05.04 18:45,4752.1780,4752.1780,4749.3920,4749.3920,294,0.0375,0,4765.2070,4765.5820
2025.05.04 18:50,4749.3750,4749.3750,4747.6870,4748.3600,285,0.0375,0,4765.2070,4765.5820
2025.05.04 18:55,4748.3440,4748.3440,4745.4340,4745.4340,286,0.0375,0,4765.2070,4765.5820
2025.05.04 19:00,4745.4190,4745.4190,4742.6490,4742.6490,294,0.0375,0,4765.2070,4765.5820
2025.05.04 19:05,4742.6440,4744.4150,4741.0240,4743.6410,292,0.0375,0,4765.2070,4765.5820
2025.05.04 19:10,4743.6310,4743.6310,4740.6720,4740.6720,294,0.0375,0,4765.2070,4765.5820
2025.05.04 19:15,4740.6710,4752.3670,4739.7410,4751.3100,290,0.0375,0,4765.2070,4765.5820
2025.05.04 19:20,4751.3000,4751.3000,4748.4260,4748.4260,292,0.0375,0,4765.2070,4765.5820
2025.05.04 19:25,4748.4200,4752.8740,4746.4370,4752.0800,294,0.0375,0,4765.2070,4765.5820
2025.05.04 19:30,4752.0730,4752.0730,4749.4760,4749.4760,292,0.0375,0,4765.2070,4765.5820
2025.05.04 19:35,4749.4720,4749.4720,4746.8200,4746.8200,287,0.0375,0,4765.2070,4765.5820
2025.05.04 19:40,4746.8100,4754.4040,4745.4080,4752.8760,289,0.0375,0,4765.2070,4765.5820
2025.05.04 19:45,4752.8600,4752.8600,4750.0360,4750.0360,282,0.0375,0,4765.2070,4765.5820
2025.05.04 19:50,4750.0250,4763.4840,4749.0820,4762.5820,292,0.0375,0,4765.2070,4765.5820
2025.05.04 19:55,4762.5690,4769.2060,4761.0080,4768.1090,290,0.0375,0,4765.2070,4765.5820
2025.05.04 20:00,4768.0930,4768.0930,4765.3610,4765.3610,281,0.0375,0,4765.2070,4765.5820
