DateTime
2025-04-20 16:02:00+02:00,55935.00000,55938.00000,55929.00000,55932.00000,60,10
2025-04-20 16:04:00+02:00,55935.00000,55949.00000,55934.00000,55946.00000,60,10
2025-04-20 16:05:00+02:00,55947.00000,55950.00000,55940.00000,55940.00000,60,10
2025-04-20 16:06:00+02:00,55941.00000,55946.00000,55935.00000,55936.00000,60,10
2025-04-20 16:17:00+02:00,55935.00000,55944.00000,55930.00000,55944.00000,60,10
2025-04-20 16:18:00+02:00,55945.00000,55945.00000,55938.00000,55942.00000,60,10
2025-04-20 16:19:00+02:00,55941.00000,55946.00000,55939.00000,55944.00000,60,10
2025-04-20 16:21:00+02:00,55945.00000,55950.00000,55943.00000,55944.00000,60,10
2025-04-20 16:23:00+02:00,55943.00000,55950.00000,55941.00000,55950.00000,60,10
2025-04-20 16:25:00+02:00,55963.00000,55966.00000,55956.00000,55956.00000,60,10
2025-04-20 16:27:00+02:00,55955.00000,55958.00000,55948.00000,55948.00000,60,10
2025-04-20 16:29:00+02:00,55937.00000,55945.00000,55937.00000,55942.00000,60,10
2025-04-20 16:31:00+02:00,55957.00000,55962.00000,55956.00000,55956.00000,60,10
2025-04-20 16:33:00+02:00,55957.00000,55964.00000,55953.00000,55964.00000,60,10
2025-04-20 16:35:00+02:00,55963.00000,55964.00000,55953.00000,55956.00000,60,10
2025-04-20 16:37:00+02:00,55961.00000,55967.00000,55957.00000,55958.00000,60,10
2025-04-20 16:39:00+02:00,55963.00000,55967.00000,55959.00000,55960.00000,60,10
2025-04-20 16:41:00+02:00,55957.00000,55957.00000,55946.00000,55948.00000,60,10
2025-04-20 16:43:00+02:00,55945.00000,55945.00000,55931.00000,55932.00000,60,10
2025-04-20 16:45:00+02:00,55937.00000,55942.00000,55930.00000,55934.00000,60,10
2025-04-20 16:47:00+02:00,55935.00000,55936.00000,55930.00000,55936.00000,60,10
2025-04-20 16:49:00+02:00,55931.00000,55943.00000,55931.00000,55936.00000,60,10
2025-04-20 16:51:00+02:00,55929.00000,55938.00000,55928.00000,55934.00000,60,10
2025-04-20 16:53:00+02:00,55929.00000,55936.00000,55928.00000,55936.00000,60,10
2025-04-20 16:55:00+02:00,55945.00000,55945.00000,55934.00000,55936.00000,60,10
2025-04-20 16:07:00+02:00
55935.00000
55945.00000
55935.00000
55940.00000
60
10
2025-04-20 16:08:00+02:00
55941.00000
55951.00000
55941.00000
55948.00000
60
10
2025-04-20 16:09:00+02:00
55949.00000
55967.00000
55949.00000
55964.00000
60
10
2025-04-20 16:10:00+02:00
55963.00000
55966.00000
55960.00000
55964.00000
60
10
2025-04-20 16:11:00+02:00
55965.00000
55966.00000
55954.00000
55958.00000
60
10
