Date,Open,High,Low,Close
2025.04.21 23:18,140.89200,140.89200,140.89100,140.89100
2025.04.21 23:19,140.89200,140.89300,140.89100,140.89100
2025.04.21 23:20,140.89200,140.89200,140.89000,140.89200
2025.04.21 23:21,140.89200,140.89200,140.88800,140.89100
2025.04.21 23:22,140.89100,140.89200,140.85700,140.85700
2025.04.21 23:23,140.85800,140.85900,140.85500,140.85600
2025.04.21 23:24,140.85500,140.85700,140.85200,140.85400
2025.04.21 23:25,140.85300,140.85900,140.85300,140.85900
2025.04.21 23:26,140.85800,140.85900,140.83900,140.84800
2025.04.21 23:27,140.85000,140.85900,140.84800,140.85800
2025.04.21 23:28,140.85700,140.85900,140.85500,140.85700
2025.04.21 23:29,140.85700,140.86200,140.85700,140.86000
2025.04.21 23:30,140.85900,140.86000,140.81800,140.81900
2025.04.21 23:31,140.81900,140.82100,140.81900,140.82100
2025.04.21 23:32,140.82100,140.82800,140.81700,140.82500
2025.04.21 23:33,140.82400,140.83200,140.81900,140.83200
2025.04.21 23:34,140.83100,140.83300,140.83000,140.83000
2025.04.21 23:35,140.82400,140.82700,140.82200,140.82700
2025.04.21 23:36,140.82700,140.82700,140.82600,140.82700
2025.04.21 23:37,140.83000,140.83000,140.82100,140.82500
2025.04.21 23:38,140.82300,140.82500,140.81900,140.81900
2025.04.21 23:39,140.81900,140.82000,140.81900,140.82000
2025.04.21 23:40,140.82000,140.82600,140.81400,140.81600
2025.04.21 23:41,140.81600,140.81700,140.81500,140.81600
2025.04.21 23:42,140.80700,140.80800,140.80200,140.80800
2025.04.21 23:43,140.80900,140.81200,140.80600,140.81200
2025.04.21 23:44,140.81500,140.83500,140.81300,140.82700
2025.04.21 23:45,140.82700,140.83600,140.82700,140.83600
2025.04.21 23:46,140.83600,140.83600,140.82900,140.82900
2025.04.21 23:47,140.83500,140.83500,140.81700,140.82900
2025.04.21 23:48,140.82700,140.82700,140.80000,140.80200
2025.04.21 23:49,140.80300,140.80300,140.79700,140.79900
2025.04.21 23:50,140.79700,140.80000,140.79700,140.79800
2025.04.21 23:51,140.79600,140.81500,140.79600,140.79700
2025.04.21 23:52,140.79600,140.79700,140.79400,140.79400
2025.04.21 23:53,140.79400,140.81200,140.79400,140.79800
2025.04.21 23:54,140.79700,140.80100,140.79700,140.79800
2025.04.21 23:55,140.80100,140.81500,140.79900,140.81000
2025.04.21 23:56,140.81000,140.81000,140.79600,140.79600
2025.04.21 23:57,140.79600,140.80300,140.79100,140.79800
2025.04.21 23:58,140.79800,140.80200,140.79700,140.80100
2025.04.21 23:59,140.80000,140.81000,140.79900,140.80900
2025.04.22 00:00,140.79800,140.85800,140.79700,140.82800
2025.04.22 00:01,140.82800,140.85800,140.82700,140.83000
2025.04.22 00:02,140.83000,140.83000,140.77700,140.77900
2025.04.22 00:03,140.77900,140.77900,140.75300,140.75900
2025.04.22 00:04,140.76000,140.76200,140.75700,140.76000
2025.04.22 00:05,140.76000,140.76000,140.74000,140.74400
2025.04.22 00:06,140.74400,140.76400,140.74400,140.76200
2025.04.22 00:07,140.76200,140.76600,140.75800,140.75800
2025.04.22 00:08,140.75800,140.75900,140.74100,140.74200
2025.04.22 00:09,140.74200,140.77100,140.74200,140.76800
2025.04.22 00:10,140.76800,140.77800,140.75500,140.75600
2025.04.22 00:11,140.75600,140.76100,140.73400,140.74900
2025.04.22 00:12,140.74900,140.75900,140.74300,140.74500
2025.04.22 00:13,140.74400,140.74800,140.72900,140.73800
2025.04.22 00:14,140.73600,140.75800,140.72000,140.75600
2025.04.22 00:15,140.75600,140.77900,140.74400,140.77000
2025.04.22 00:16,140.77000,140.77400,140.75500,140.75600
2025.04.22 00:17,140.75600,140.76400,140.75500,140.76100
