DateTime
2025-04-20 21:40:00+02:00,3240.37700,3240.81800,3240.37700,3240.81800,60,294
2025-04-20 21:41:00+02:00,3240.82300,3241.14900,3240.82300,3241.14900,55,294
2025-04-20 21:42:00+02:00,3241.15900,3241.61600,3241.15900,3241.61600,59,294
2025-04-20 21:43:00+02:00,3241.61900,3241.96600,3241.61900,3241.96600,58,294
2025-04-20 21:44:00+02:00,3241.96800,3242.36600,3241.96800,3242.36600,56,294
2025-04-20 21:45:00+02:00,3242.37200,3242.75900,3242.37200,3242.75900,58,294
2025-04-20 21:46:00+02:00,3242.76600,3243.21600,3242.76600,3243.21600,57,294
2025-04-20 21:47:00+02:00,3243.21800,3243.44600,3242.01200,3242.19800,58,294
2025-04-20 21:48:00+02:00,3242.20200,3242.61800,3242.20200,3242.61800,57,294
2025-04-20 21:49:00+02:00,3242.62300,3242.98700,3242.62300,3242.98700,60,294
2025-04-20 21:50:00+02:00,3242.98700,3243.37100,3242.98700,3243.37100,59,294
2025-04-20 21:51:00+02:00,3243.37600,3243.74500,3243.37600,3243.74500,59,294
2025-04-20 21:52:00+02:00,3243.75500,3244.18600,3243.75500,3244.18600,58,294
2025-04-20 21:53:00+02:00,3244.20500,3244.63300,3244.20500,3244.63300,57,294
2025-04-20 21:54:00+02:00,3244.63400,3245.03200,3244.63400,3245.03200,59,294
2025-04-20 21:55:00+02:00,3245.03400,3245.43600,3245.03400,3245.43600,59,294
2025-04-20 21:56:00+02:00,3245.44300,3245.76500,3245.44300,3245.76500,55,294
2025-04-20 21:57:00+02:00,3245.77200,3246.15300,3245.77200,3246.15300,55,294
2025-04-20 21:58:00+02:00,3246.15800,3246.53300,3246.15800,3246.53300,56,294
2025-04-20 21:59:00+02:00,3246.53600,3246.59700,3245.53400,3245.90200,59,294
2025-04-20 22:00:00+02:00,3245.90700,3246.32000,3245.90700,3246.32000,55,294
2025-04-20 22:01:00+02:00,3246.32600,3246.73500,3246.32600,3246.73500,58,294
2025-04-20 22:02:00+02:00,3246.74500,3247.13300,3246.74500,3247.13300,58,294
2025-04-20 22:03:00+02:00,3247.13800,3247.48800,3247.13800,3247.48800,56,294
2025-04-20 22:04:00+02:00,3247.49500,3247.83100,3247.49500,3247.83100,58,294
2025-04-20 22:05:00+02:00,3247.83800,3248.23700,3247.83800,3248.23700,57,294
2025-04-20 22:06:00+02:00,3248.24200,3248.62400,3248.24200,3248.62400,59,294
2025-04-20 22:07:00+02:00,3248.62600,3248.98300,3248.62600,3248.98300,58,294
2025-04-20 22:08:00+02:00,3248.99200,3249.44100,3248.99200,3249.44100,58,294
2025-04-20 22:09:00+02:00,3249.44600,3249.82400,3249.44600,3249.82400,58,294
2025-04-20 22:10:00+02:00,3249.83200,3250.24500,3249.83200,3250.24500,56,294
2025-04-20 22:11:00+02:00,3250.26000,3250.28400,3249.13200,3249.50700,59,294
2025-04-20 22:12:00+02:00,3249.51500,3249.88800,3249.51500,3249.88800,56,294
2025-04-20 22:13:00+02:00,3249.89900,3250.35100,3249.89900,3250.35100,59,294
2025-04-20 22:14:00+02:00,3250.36000,3250.72300,3250.36000,3250.72300,54,294
2025-04-20 22:15:00+02:00,3250.73400,3251.12000,3250.73400,3251.12000,58,294
2025-04-20 22:16:00+02:00,3251.13100,3251.51300,3251.13100,3251.51300,57,294
2025-04-20 22:17:00+02:00,3251.52400,3251.96900,3251.52400,3251.96900,59,294
2025-04-20 22:18:00+02:00,3251.97600,3252.37700,3251.97600,3252.37700,59,294
2025-04-20 22:19:00+02:00,3252.39000,3252.74300,3252.39000,3252.74300,57,294
2025-04-20 22:20:00+02:00,3252.74700,3253.11900,3252.74700,3253.11900,58,294
2025-04-20 22:21:00+02:00,3253.12200,3253.50100,3253.12200,3253.50100,56,294
2025-04-20 22:22:00+02:00,3253.50400,3253.60800,3253.33000,3253.60800,57,294
2025-04-20 22:23:00+02:00,3253.61300,3253.98600,3253.61300,3253.98600,56,294
2025-04-20 22:24:00+02:00,3254.00400,3254.48400,3254.00400,3254.48400,57,294
2025-04-20 22:25:00+02:00,3254.49300,3254.85600,3254.49300,3254.85600,56,294
2025-04-20 22:26:00+02:00,3254.86800,3255.31900,3254.86800,3255.31900,58,294
2025-04-20 22:27:00+02:00,3255.31900,3255.75300,3255.31900,3255.75300,59,294
2025-04-20 22:28:00+02:00,3255.75900,3256.14900,3255.75900,3256.14900,58,294
2025-04-20 22:29:00+02:00,3256.15200,3256.53000,3256.15200,3256.53000,58,294
2025-04-20 22:30:00+02:00,3256.53400,3256.97900,3256.53400,3256.97900,57,294
2025-04-20 22:32:00+02:00,3257.35800,3257.35800,3257.35800,3257.35800,1,294
2025-04-20 22:31:00+02:00
3256.99400
3256.99400
3256.99400
3256.99400
1
294
2025-04-20 21:31:00+02:00
