Date,Open,High,Low,Close,Volume,Spread,RealVolume,Bid,Ask
2025.05.02 03:00,4992.0730,4999.0340,4990.8280,4993.9850,3358,0.2540,0,5221.2960,5221.5500
2025.05.02 04:00,4993.9890,4995.9350,4987.6620,4993.7830,3391,0.2540,0,5221.2960,5221.5500
2025.05.02 05:00,4993.7840,4995.8100,4983.6180,4986.4180,3394,0.2540,0,5221.2960,5221.5500
2025.05.02 06:00,4986.4220,4990.5340,4976.5340,4978.3510,3420,0.2540,0,5221.2960,5221.5500
2025.05.02 07:00,4978.3630,4986.1580,4973.3180,4985.1350,3392,0.2540,0,5221.2960,5221.5500
2025.05.02 08:00,4985.1390,4985.5530,4967.8380,4970.4090,3387,0.2540,0,5221.2960,5221.5500
2025.05.02 09:00,4970.4110,4979.1950,4969.7790,4979.1950,3410,0.2540,0,5221.2960,5221.5500
2025.05.02 10:00,4979.2010,4993.1930,4979.2010,4986.3120,3393,0.2540,0,5221.2960,5221.5500
2025.05.02 11:00,4986.3130,4989.0010,4962.5580,4966.4030,3396,0.2540,0,5221.2960,5221.5500
2025.05.02 12:00,4966.4060,4968.9360,4959.6080,4967.4900,3387,0.2540,0,5221.2960,5221.5500
2025.05.02 13:00,4967.4930,4978.4000,4963.8790,4978.4000,3401,0.2540,0,5221.2960,5221.5500
2025.05.02 14:00,4978.4040,4986.3010,4975.5440,4986.3010,3388,0.2540,0,5221.2960,5221.5500
2025.05.02 15:00,4986.3010,4987.2040,4967.1470,4981.8390,3396,0.2540,0,5221.2960,5221.5500
2025.05.02 16:00,4981.8460,4989.6590,4980.3340,4989.6590,3400,0.2540,0,5221.2960,5221.5500
2025.05.02 17:00,4989.6610,4997.1840,4985.0560,4989.8510,3389,0.2540,0,5221.2960,5221.5500
2025.05.02 18:00,4989.8650,5002.0280,4989.7530,4998.6650,3397,0.2540,0,5221.2960,5221.5500
2025.05.02 19:00,4998.6690,5006.8910,4991.2040,4993.2110,3409,0.2540,0,5221.2960,5221.5500
2025.05.02 20:00,4993.2150,4994.6280,4974.2290,4979.8570,3403,0.2540,0,5221.2960,5221.5500
2025.05.02 21:00,4979.8640,4986.0680,4976.9270,4983.9990,3401,0.2540,0,5221.2960,5221.5500
2025.05.02 22:00,4984.0040,4988.9840,4975.8140,4988.9840,3413,0.2540,0,5221.2960,5221.5500
2025.05.02 23:00,4988.9880,5000.4910,4984.8760,4989.9520,3413,0.2540,0,5221.2960,5221.5500
2025.05.03 00:00,4989.9550,4998.7260,4986.7070,4998.7260,3377,0.2540,0,5221.2960,5221.5500
2025.05.03 01:00,4998.7350,5012.4440,4998.7350,5005.8840,3411,0.2540,0,5221.2960,5221.5500
2025.05.03 02:00,5005.8890,5006.8260,4994.9850,4999.8720,3402,0.2540,0,5221.2960,5221.5500
2025.05.03 03:00,4999.8790,5012.6970,4999.8790,5007.9060,3396,0.2540,0,5221.2960,5221.5500
2025.05.03 04:00,5007.9110,5022.6970,5005.7200,5022.6970,3405,0.2540,0,5221.2960,5221.5500
2025.05.03 05:00,5022.7030,5037.2990,5022.7030,5037.2990,3397,0.2540,0,5221.2960,5221.5500
2025.05.03 06:00,5037.3010,5037.4130,5018.1290,5031.3020,3408,0.2540,0,5221.2960,5221.5500
2025.05.03 07:00,5031.3090,5046.3140,5031.3090,5046.3140,3389,0.2540,0,5221.2960,5221.5500
2025.05.03 08:00,5046.3180,5058.7240,5046.3180,5057.8650,3391,0.2540,0,5221.2960,5221.5500
2025.05.03 09:00,5057.8670,5068.5500,5057.8670,5066.3080,3397,0.2540,0,5221.2960,5221.5500
2025.05.03 10:00,5066.3080,5084.4430,5066.3080,5078.8690,3414,0.2540,0,5221.2960,5221.5500
2025.05.03 11:00,5078.8700,5087.1520,5077.1020,5084.8030,3419,0.2540,0,5221.2960,5221.5500
2025.05.03 12:00,5084.8100,5092.8320,5084.0570,5091.1150,3373,0.2540,0,5221.2960,5221.5500
2025.05.03 13:00,5091.1190,5101.7430,5091.1190,5097.9730,3412,0.2540,0,5221.2960,5221.5500
2025.05.03 14:00,5097.9750,5107.5500,5096.7620,5107.5500,3406,0.2540,0,5221.2960,5221.5500
2025.05.03 15:00,5107.5590,5110.7580,5097.9600,5104.9020,3383,0.2540,0,5221.2960,5221.5500
2025.05.03 16:00,5104.9080,5117.8360,5104.9080,5107.3120,3416,0.2540,0,5221.2960,5221.5500
2025.05.03 17:00,5107.3130,5113.9570,5105.3460,5111.9590,3381,0.2540,0,5221.2960,5221.5500
2025.05.03 18:00,5111.9660,5123.2840,5111.9660,5119.7740,3419,0.2540,0,5221.2960,5221.5500
2025.05.03 19:00,5119.7840,5130.4950,5117.7350,5124.8030,3407,0.2540,0,5221.2960,5221.5500
2025.05.03 20:00,5124.8070,5138.6930,5124.8070,5136.4530,3413,0.2540,0,5221.2960,5221.5500
2025.05.03 21:00,5136.4620,5137.5080,5125.6030,5137.5080,3402,0.2540,0,5221.2960,5221.5500
2025.05.03 22:00,5137.5150,5144.1250,5133.4440,5135.2760,3381,0.2540,0,5221.2960,5221.5500
2025.05.03 23:00,5135.2840,5152.6010,5135.2840,5152.6010,3399,0.2540,0,5221.2960,5221.5500
2025.05.04 00:00,5152.6020,5163.9570,5152.6020,5163.9570,3415,0.2540,0,5221.2960,5221.5500
2025.05.04 01:00,5163.9610,5169.9880,5157.2830,5160.0570,3419,0.2540,0,5221.2960,5221.5500
2025.05.04 02:00,5160.0580,5174.9080,5160.0580,5174.2500,3434,0.2540,0,5221.2960,5221.5500
2025.05.04 03:00,5174.2520,5189.8830,5172.8740,5189.8830,3413,0.2540,0,5221.2960,5221.5500
2025.05.04 04:00,5189.8920,5207.8180,5189.8920,5207.8180,3385,0.2540,0,5221.2960,5221.5500
2025.05.04 05:00,5207.8320,5216.4630,5197.7510,5203.7340,3407,0.2540,0,5221.2960,5221.5500
2025.05.04 06:00,5203.7400,5217.9120,5202.3720,5207.9870,3397,0.2540,0,5221.2960,5221.5500
2025.05.04 07:00,5207.9960,5215.2630,5202.3800,5203.2080,3427,0.2540,0,5221.2960,5221.5500
