Datetime,Open,High,Low,Close,Volume,Spread,RealVolume,Bid,Ask
2025.05.02 04:00,3194.5550,3212.0400,3194.5550,3212.0400,3434,0.0293,0,3205.3370,3205.6300
2025.05.02 05:00,3212.0410,3226.0480,3212.0410,3226.0480,3442,0.0293,0,3205.3370,3205.6300
2025.05.02 06:00,3226.0600,3232.7210,3222.1550,3232.7210,3471,0.0293,0,3205.3370,3205.6300
2025.05.02 07:00,3232.7280,3239.9130,3230.5780,3233.1930,3460,0.0293,0,3205.3370,3205.6300
2025.05.02 08:00,3233.1990,3242.6460,3229.1460,3240.1510,3439,0.0293,0,3205.3370,3205.6300
2025.05.02 09:00,3240.1530,3242.4230,3227.6500,3230.7490,3454,0.0293,0,3205.3370,3205.6300
2025.05.02 10:00,3230.7640,3232.3460,3218.7510,3224.1840,3447,0.0293,0,3205.3370,3205.6300
2025.05.02 11:00,3224.1850,3233.7180,3223.7130,3233.7180,3434,0.0293,0,3205.3370,3205.6300
2025.05.02 12:00,3233.7230,3245.1210,3228.3290,3243.6900,3475,0.0293,0,3205.3370,3205.6300
2025.05.02 13:00,3243.7000,3254.8630,3242.8810,3251.6300,3455,0.0293,0,3205.3370,3205.6300
2025.05.02 14:00,3251.6400,3251.7280,3218.5620,3219.6910,3451,0.0293,0,3205.3370,3205.6300
2025.05.02 15:00,3219.7030,3226.1140,3214.4140,3226.1140,3462,0.0293,0,3205.3370,3205.6300
2025.05.02 16:00,3226.1200,3232.1140,3224.1890,3225.5620,3456,0.0293,0,3205.3370,3205.6300
2025.05.02 17:00,3225.5670,3234.0680,3220.6730,3234.0680,3439,0.0293,0,3205.3370,3205.6300
2025.05.02 18:00,3234.0800,3241.4790,3231.9140,3236.5860,3437,0.0293,0,3205.3370,3205.6300
2025.05.02 19:00,3236.5870,3244.0280,3220.5750,3222.5200,3443,0.0293,0,3205.3370,3205.6300
2025.05.02 20:00,3222.5250,3229.2620,3220.5160,3227.4170,3448,0.0293,0,3205.3370,3205.6300
2025.05.02 21:00,3227.4230,3244.1040,3227.4230,3244.1040,3460,0.0293,0,3205.3370,3205.6300
2025.05.02 22:00,3244.1050,3245.8680,3223.6700,3232.6870,3430,0.0293,0,3205.3370,3205.6300
2025.05.02 23:00,3232.6880,3233.3620,3215.6530,3216.5400,3439,0.0293,0,3205.3370,3205.6300
2025.05.03 00:00,3216.5440,3219.2080,3208.4540,3209.4600,3429,0.0293,0,3205.3370,3205.6300
