Date,Open,High,Low,Close,Volume,Spread,RealVolume,Bid,Ask
2025.05.02 03:00,57688.0000,57705.0000,57662.0000,57693.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 04:00,57692.0000,57693.0000,57550.0000,57568.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 05:00,57569.0000,57731.0000,57550.0000,57697.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 06:00,57698.0000,57731.0000,57682.0000,57727.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 07:00,57728.0000,57963.0000,57682.0000,57940.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 08:00,57939.0000,57947.0000,57762.0000,57883.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 09:00,57884.0000,57891.0000,57710.0000,57718.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 10:00,57719.0000,57799.0000,57710.0000,57798.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 11:00,57799.0000,57868.0000,57770.0000,57770.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 12:00,57771.0000,57799.0000,57709.0000,57736.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 13:00,57737.0000,57767.0000,57709.0000,57730.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 14:00,57731.0000,57847.0000,57715.0000,57840.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 15:00,57841.0000,57847.0000,57817.0000,57840.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 16:00,57841.0000,58092.0000,57827.0000,58051.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 17:00,58052.0000,58070.0000,57916.0000,57924.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 18:00,57925.0000,58020.0000,57908.0000,57926.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 19:00,57927.0000,58384.0000,57908.0000,58373.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 20:00,58374.0000,58479.0000,58359.0000,58426.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 21:00,58427.0000,58454.0000,58246.0000,58261.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 22:00,58262.0000,58280.0000,58246.0000,58253.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.02 23:00,58254.0000,58280.0000,58246.0000,58265.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 00:00,58266.0000,58280.0000,58246.0000,58277.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 01:00,58278.0000,58395.0000,58272.0000,58381.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 02:00,58380.0000,58564.0000,58375.0000,58404.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 03:00,58403.0000,58416.0000,58324.0000,58330.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 04:00,58331.0000,58461.0000,58324.0000,58447.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 05:00,58446.0000,58461.0000,58436.0000,58441.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 06:00,58442.0000,58461.0000,58269.0000,58310.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 07:00,58311.0000,58335.0000,58269.0000,58330.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 08:00,58329.0000,58334.0000,58269.0000,58300.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 09:00,58301.0000,58335.0000,58269.0000,58320.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 10:00,58319.0000,58335.0000,58135.0000,58139.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 11:00,58140.0000,58158.0000,57686.0000,57720.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 12:00,57721.0000,57793.0000,57686.0000,57777.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 13:00,57776.0000,57793.0000,57764.0000,57781.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 14:00,57780.0000,57937.0000,57764.0000,57894.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 15:00,57895.0000,57911.0000,57738.0000,57859.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 16:00,57858.0000,57976.0000,57847.0000,57958.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 17:00,57957.0000,57976.0000,57711.0000,57765.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 18:00,57766.0000,57774.0000,57711.0000,57715.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 19:00,57716.0000,57774.0000,57711.0000,57773.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 20:00,57774.0000,57893.0000,57751.0000,57875.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 21:00,57874.0000,57893.0000,57863.0000,57871.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 22:00,57870.0000,57893.0000,57863.0000,57879.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.03 23:00,57880.0000,57893.0000,57863.0000,57863.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.04 00:00,57864.0000,57893.0000,57863.0000,57867.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.04 01:00,57868.0000,57938.0000,57779.0000,57801.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.04 02:00,57800.0000,58005.0000,57793.0000,58004.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.04 03:00,58005.0000,58070.0000,57970.0000,58044.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.04 04:00,58043.0000,58392.0000,58039.0000,58312.0000,3602,0.0010,0,59189.1000,59191.8000
2025.05.04 05:00,58311.0000,59162.0000,58297.0000,59140.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.04 06:00,59141.0000,59162.0000,59017.0000,59039.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.04 07:00,59040.0000,59139.0000,59015.0000,59022.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.04 08:00,59023.0000,59058.0000,59015.0000,59018.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.04 09:00,59019.0000,59195.0000,59015.0000,59160.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.04 10:00,59161.0000,59195.0000,59151.0000,59186.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.04 11:00,59187.0000,59188.0000,59146.0000,59172.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.04 12:00,59171.0000,59195.0000,59146.0000,59186.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.04 13:00,59187.0000,59195.0000,59040.0000,59091.0000,3600,0.0010,0,59189.1000,59191.8000
2025.05.04 14:00,59090.0000,59201.0000,59084.0000,59190.0000,2365,0.0010,0,59189.1000,59191.8000
