Date,Open,High,Low,Close,Volume,Spread,RealVolume,Bid,Ask
2025.05.04 12:13,5226.7160,5227.0220,5226.7160,5227.0220,53,0.2550,0,5211.8700,5212.1250
2025.05.04 12:14,5227.0230,5227.3840,5227.0230,5227.3840,59,0.2550,0,5211.8700,5212.1250
2025.05.04 12:15,5227.3840,5227.6740,5227.3840,5227.6740,55,0.2550,0,5211.8700,5212.1250
2025.05.04 12:16,5227.6810,5227.9550,5227.6810,5227.9550,58,0.2550,0,5211.8700,5212.1250
2025.05.04 12:17,5227.9660,5228.0210,5216.2580,5216.5000,54,0.2550,0,5211.8700,5212.1250
2025.05.04 12:18,5216.5000,5216.7750,5216.5000,5216.7750,57,0.2550,0,5211.8700,5212.1250
2025.05.04 12:19,5216.7810,5217.0690,5216.7810,5217.0690,55,0.2550,0,5211.8700,5212.1250
2025.05.04 12:20,5217.0690,5217.3610,5217.0690,5217.3610,58,0.2550,0,5211.8700,5212.1250
2025.05.04 12:21,5217.3610,5217.6210,5217.3610,5217.6210,57,0.2550,0,5211.8700,5212.1250
2025.05.04 12:22,5217.6250,5217.9160,5217.6250,5217.9160,60,0.2550,0,5211.8700,5212.1250
2025.05.04 12:23,5217.9250,5218.2730,5217.9250,5218.2730,60,0.2550,0,5211.8700,5212.1250
2025.05.04 12:24,5218.2780,5218.5570,5218.2780,5218.5570,55,0.2550,0,5211.8700,5212.1250
2025.05.04 12:25,5218.5630,5218.9060,5218.5630,5218.9060,58,0.2550,0,5211.8700,5212.1250
2025.05.04 12:26,5218.9120,5219.2420,5218.9120,5219.2420,59,0.2550,0,5211.8700,5212.1250
2025.05.04 12:27,5219.2440,5219.5600,5219.2440,5219.5600,57,0.2550,0,5211.8700,5212.1250
2025.05.04 12:28,5219.5650,5219.8790,5219.5650,5219.8790,58,0.2550,0,5211.8700,5212.1250
2025.05.04 12:29,5219.8820,5220.2550,5219.8820,5220.2550,59,0.2550,0,5211.8700,5212.1250
2025.05.04 12:30,5220.2610,5220.5770,5220.2610,5220.5770,57,0.2550,0,5211.8700,5212.1250
2025.05.04 12:31,5220.5900,5220.8870,5220.5900,5220.8870,54,0.2550,0,5211.8700,5212.1250
2025.05.04 12:32,5220.8900,5221.2020,5218.9780,5218.9980,60,0.2550,0,5211.8700,5212.1250
2025.05.04 12:33,5219.0130,5219.2920,5219.0130,5219.2920,54,0.2550,0,5211.8700,5212.1250
2025.05.04 12:34,5219.2970,5219.6260,5219.2970,5219.6260,57,0.2550,0,5211.8700,5212.1250
2025.05.04 12:35,5219.6280,5219.8960,5219.6280,5219.8960,57,0.2550,0,5211.8700,5212.1250
2025.05.04 12:36,5219.8960,5220.2020,5219.8960,5220.2020,58,0.2550,0,5211.8700,5212.1250
