Datetime,Open,High,Low,Close,Volume,Spread,RealVolume,Bid,Ask
2025.05.04 10:15,59169.0000,59183.0000,59162.0000,59176.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 10:20,59175.0000,59185.0000,59160.0000,59182.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 10:25,59183.0000,59195.0000,59173.0000,59182.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 10:30,59181.0000,59195.0000,59177.0000,59186.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 10:35,59187.0000,59195.0000,59173.0000,59176.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 10:40,59177.0000,59195.0000,59173.0000,59188.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 10:45,59187.0000,59195.0000,59156.0000,59160.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 10:50,59161.0000,59187.0000,59159.0000,59186.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 10:55,59187.0000,59194.0000,59172.0000,59186.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 11:00,59187.0000,59188.0000,59146.0000,59170.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 11:05,59169.0000,59177.0000,59158.0000,59160.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 11:10,59161.0000,59174.0000,59146.0000,59148.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 11:15,59147.0000,59170.0000,59146.0000,59164.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 11:20,59163.0000,59179.0000,59154.0000,59158.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 11:25,59157.0000,59166.0000,59146.0000,59158.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 11:30,59157.0000,59175.0000,59157.0000,59170.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 11:35,59171.0000,59173.0000,59156.0000,59162.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 11:40,59161.0000,59177.0000,59149.0000,59160.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 11:45,59161.0000,59167.0000,59146.0000,59150.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 11:50,59151.0000,59177.0000,59148.0000,59164.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 11:55,59165.0000,59185.0000,59164.0000,59172.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 12:00,59171.0000,59177.0000,59159.0000,59170.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 12:05,59169.0000,59174.0000,59151.0000,59166.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 12:10,59167.0000,59187.0000,59165.0000,59182.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 12:15,59181.0000,59195.0000,59181.0000,59192.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 12:20,59193.0000,59195.0000,59176.0000,59194.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 12:25,59195.0000,59195.0000,59155.0000,59158.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 12:30,59159.0000,59188.0000,59157.0000,59180.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 12:35,59179.0000,59195.0000,59174.0000,59176.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 12:40,59177.0000,59182.0000,59158.0000,59162.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 12:45,59163.0000,59177.0000,59156.0000,59172.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 12:50,59171.0000,59171.0000,59146.0000,59150.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 12:55,59151.0000,59189.0000,59146.0000,59186.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 13:00,59187.0000,59195.0000,59177.0000,59190.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 13:05,59189.0000,59195.0000,59181.0000,59194.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 13:10,59193.0000,59195.0000,59158.0000,59170.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 13:15,59171.0000,59192.0000,59166.0000,59186.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 13:20,59187.0000,59188.0000,59168.0000,59170.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 13:25,59171.0000,59174.0000,59146.0000,59150.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 13:30,59149.0000,59162.0000,59146.0000,59154.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 13:35,59153.0000,59159.0000,59146.0000,59146.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 13:40,59147.0000,59148.0000,59040.0000,59073.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 13:45,59072.0000,59082.0000,59063.0000,59073.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 13:50,59072.0000,59103.0000,59065.0000,59103.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 13:55,59104.0000,59106.0000,59071.0000,59091.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 14:00,59090.0000,59106.0000,59084.0000,59103.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 14:05,59102.0000,59201.0000,59100.0000,59181.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 14:10,59180.0000,59196.0000,59168.0000,59185.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 14:15,59186.0000,59187.0000,59168.0000,59171.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 14:20,59170.0000,59187.0000,59168.0000,59183.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 14:25,59182.0000,59201.0000,59181.0000,59191.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 14:30,59190.0000,59201.0000,59180.0000,59197.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 14:35,59196.0000,59201.0000,59185.0000,59189.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 14:40,59188.0000,59201.0000,59181.0000,59185.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 14:45,59186.0000,59188.0000,59168.0000,59177.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 14:50,59178.0000,59201.0000,59168.0000,59201.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 14:55,59200.0000,59201.0000,59181.0000,59185.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 15:00,59184.0000,59187.0000,59168.0000,59183.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 15:05,59184.0000,59188.0000,59168.0000,59175.0000,300,0.0010,0,59172.1000,59174.8000
2025.05.04 15:10,59176.0000,59184.0000,59170.0000,59173.0000,78,0.0010,0,59172.1000,59174.8000
