Date;Open;High;Low;Close
2025.04.16 21:38,0.80711,0.80738,0.80667,0.80730
2025.04.16 21:39,0.80730,0.80768,0.80645,0.80697
2025.04.16 21:40,0.80664,0.80699,0.80619,0.80662
2025.04.16 21:41,0.80664,0.80724,0.80637,0.80706
2025.04.16 21:42,0.80701,0.80701,0.80628,0.80643
2025.04.16 21:43,0.80645,0.80673,0.80634,0.80669
2025.04.16 21:44,0.80619,0.80673,0.80586,0.80647
2025.04.16 21:45,0.80619,0.80695,0.80601,0.80688
2025.04.16 21:46,0.80689,0.80700,0.80636,0.80700
2025.04.16 21:47,0.80698,0.80765,0.80638,0.80737
2025.04.16 21:48,0.80737,0.80809,0.80699,0.80796
2025.04.16 21:49,0.80796,0.80886,0.80796,0.80886
2025.04.16 21:50,0.80886,0.80895,0.80835,0.80837
2025.04.16 21:51,0.80839,0.80839,0.80726,0.80726
2025.04.16 21:52,0.80726,0.80776,0.80722,0.80776
2025.04.16 21:53,0.80777,0.80778,0.80635,0.80706
2025.04.16 21:54,0.80705,0.80752,0.80705,0.80752
2025.04.16 21:55,0.80752,0.80784,0.80729,0.80784
2025.04.16 21:56,0.80784,0.80809,0.80784,0.80809
2025.04.16 21:57,0.80809,0.80835,0.80809,0.80835
2025.04.16 21:58,0.80835,0.80861,0.80833,0.80845
2025.04.16 21:59,0.80845,0.80845,0.80552,0.80633
2025.04.16 22:00,0.80632,0.80862,0.80632,0.80858
2025.04.16 22:01,0.80858,0.80893,0.80857,0.80893
2025.04.16 22:02,0.80893,0.80894,0.80815,0.80841
2025.04.16 22:03,0.80841,0.80860,0.80805,0.80823
2025.04.16 22:04,0.80824,0.80847,0.80818,0.80847
2025.04.16 22:05,0.80847,0.80847,0.80793,0.80802
2025.04.16 22:06,0.80802,0.80815,0.80776,0.80807
2025.04.16 22:07,0.80807,0.80817,0.80807,0.80816
2025.04.16 22:08,0.80816,0.80826,0.80786,0.80803
2025.04.16 22:09,0.80803,0.80828,0.80802,0.80825
2025.04.16 22:10,0.80829,0.80837,0.80826,0.80829
2025.04.16 22:11,0.80829,0.80833,0.80802,0.80815
2025.04.16 22:12,0.80815,0.80833,0.80815,0.80830
2025.04.16 22:13,0.80830,0.80843,0.80819,0.80819
2025.04.16 22:14,0.80816,0.80822,0.80812,0.80814
2025.04.16 22:15,0.80814,0.80827,0.80807,0.80812
2025.04.16 22:16,0.80812,0.80812,0.80796,0.80798
2025.04.16 22:17,0.80798,0.80799,0.80796,0.80797
2025.04.16 22:18,0.80797,0.80801,0.80795,0.80799
2025.04.16 22:19,0.80799,0.80807,0.80798,0.80807
2025.04.16 22:20,0.80807,0.80807,0.80801,0.80803
2025.04.16 22:21,0.80803,0.80811,0.80802,0.80810
2025.04.16 22:22,0.80810,0.80818,0.80809,0.80813
2025.04.16 22:23,0.80813,0.80818,0.80810,0.80818
2025.04.16 22:24,0.80818,0.80820,0.80808,0.80808
2025.04.16 22:25,0.80808,0.80808,0.80804,0.80807
2025.04.16 22:26,0.80807,0.80808,0.80800,0.80802
2025.04.16 22:27,0.80802,0.80805,0.80802,0.80803
2025.04.16 22:28,0.80797,0.80801,0.80796,0.80796
2025.04.16 22:29,0.80796,0.80796,0.80796,0.80796
2025.04.16 22:30,0.80798,0.80809,0.80797,0.80807
2025.04.16 22:31,0.80807,0.80812,0.80803,0.80805
2025.04.16 22:32,0.80805,0.80818,0.80805,0.80818
2025.04.16 22:33,0.80818,0.80822,0.80814,0.80814
2025.04.16 22:34,0.80814,0.80829,0.80814,0.80825
2025.04.16 22:35,0.80825,0.80838,0.80825,0.80836
2025.04.16 22:36,0.80836,0.80838,0.80833,0.80833
2025.04.16 22:37,0.80833,0.80839,0.80833,0.80838
