Date;Open;High;Low;Close
2025.04.16 21:38,140.82300,140.82500,140.81900,140.81900
2025.04.16 21:39,140.81900,140.82000,140.81900,140.82000
2025.04.16 21:40,140.82000,140.82600,140.81400,140.81600
2025.04.16 21:41,140.81600,140.81700,140.81500,140.81600
2025.04.16 21:42,140.80700,140.80800,140.80200,140.80800
2025.04.16 21:43,140.80900,140.81200,140.80600,140.81200
2025.04.16 21:44,140.81500,140.83500,140.81300,140.82700
2025.04.16 21:45,140.82700,140.83600,140.82700,140.83600
2025.04.16 21:46,140.83600,140.83600,140.82900,140.82900
2025.04.16 21:47,140.83500,140.83500,140.81700,140.82900
2025.04.16 21:48,140.82700,140.82700,140.80000,140.80200
2025.04.16 21:49,140.80300,140.80300,140.79700,140.79900
2025.04.16 21:50,140.79700,140.80000,140.79700,140.79800
2025.04.16 21:51,140.79600,140.81500,140.79600,140.79700
2025.04.16 21:52,140.79600,140.79700,140.79400,140.79400
2025.04.16 21:53,140.79400,140.81200,140.79400,140.79800
2025.04.16 21:54,140.79700,140.80100,140.79700,140.79800
2025.04.16 21:55,140.80100,140.81500,140.79900,140.81000
2025.04.16 21:56,140.81000,140.81000,140.79600,140.79600
2025.04.16 21:57,140.79600,140.80300,140.79100,140.79800
2025.04.16 21:58,140.79800,140.80200,140.79700,140.80100
2025.04.16 21:59,140.80000,140.81000,140.79900,140.80900
2025.04.16 22:00,140.79800,140.85800,140.79700,140.82800
2025.04.16 22:01,140.82800,140.85800,140.82700,140.83000
2025.04.16 22:02,140.83000,140.83000,140.77700,140.77900
2025.04.16 22:03,140.77900,140.77900,140.75300,140.75900
2025.04.16 22:04,140.76000,140.76200,140.75700,140.76000
2025.04.16 22:05,140.76000,140.76000,140.74000,140.74400
2025.04.16 22:06,140.74400,140.76400,140.74400,140.76200
2025.04.16 22:07,140.76200,140.76600,140.75800,140.75800
2025.04.16 22:08,140.75800,140.75900,140.74100,140.74200
2025.04.16 22:09,140.74200,140.77100,140.74200,140.76800
2025.04.16 22:10,140.76800,140.77800,140.75500,140.75600
2025.04.16 22:11,140.75600,140.76100,140.73400,140.74900
2025.04.16 22:12,140.74900,140.75900,140.74300,140.74500
2025.04.16 22:13,140.74400,140.74800,140.72900,140.73800
2025.04.16 22:14,140.73600,140.75800,140.72000,140.75600
2025.04.16 22:15,140.75600,140.77900,140.74400,140.77000
2025.04.16 22:16,140.77000,140.77400,140.75500,140.75600
2025.04.16 22:17,140.75600,140.76400,140.75400,140.75800
2025.04.16 22:18,140.75800,140.76300,140.75100,140.76100
2025.04.16 22:19,140.76100,140.76200,140.75400,140.76200
2025.04.16 22:20,140.76100,140.76200,140.75100,140.75200
2025.04.16 22:21,140.75200,140.77200,140.75100,140.77100
2025.04.16 22:22,140.77200,140.80600,140.77000,140.77000
2025.04.16 22:23,140.77000,140.77200,140.76500,140.76600
2025.04.16 22:24,140.76700,140.76800,140.72300,140.72300
2025.04.16 22:25,140.72400,140.73500,140.72400,140.73500
2025.04.16 22:26,140.73400,140.73600,140.72500,140.72500
2025.04.16 22:27,140.72500,140.72600,140.71500,140.71700
2025.04.16 22:28,140.71700,140.71700,140.71100,140.71600
2025.04.16 22:29,140.71700,140.71800,140.71600,140.71700
2025.04.16 22:30,140.71700,140.75100,140.71700,140.74700
2025.04.16 22:31,140.74600,140.74800,140.72600,140.72900
2025.04.16 22:32,140.72900,140.75700,140.72800,140.75700
2025.04.16 22:33,140.75600,140.76600,140.75400,140.75600
2025.04.16 22:34,140.75600,140.77500,140.75500,140.77500
2025.04.16 22:35,140.77500,140.80500,140.77400,140.80500
2025.04.16 22:36,140.80600,140.80800,140.78100,140.78500
2025.04.16 22:37,140.78500,140.78500,140.77200,140.78500
